CustomerID,UnitPrice,Recency,Frequency,DaysBtwVisit,r_quartile,f_quartile,m_quartile,RFM_Score,Segment
12474.0,1331.7000000000025,39,4930,0.6615384615384615,3,1,3,313,Potential Loyal Customers
12475.0,105.88000000000001,75,535,0.0,2,1,2,212,At Risk Customers
12476.0,1306.9300000000017,23,2479,1.16793893129771,3,1,3,313,Potential Loyal Customers
12477.0,1333.8700000000017,44,3686,0.9283387622149837,3,1,3,313,Potential Loyal Customers
12478.0,163.36000000000004,25,236,0.0,3,2,2,322,New Customers
12479.0,91.43,25,419,0.20588235294117646,3,1,2,312,New Customers
12480.0,482.6999999999998,50,1707,2.0065359477124183,3,1,3,313,Potential Loyal Customers
12481.0,741.4399999999998,44,3318,1.4861111111111112,3,1,3,313,Potential Loyal Customers
12483.0,484.21000000000015,39,1123,3.95,3,1,3,313,Potential Loyal Customers
12484.0,1114.0800000000027,54,2197,0.8567335243553008,3,1,3,313,Potential Loyal Customers
12488.0,205.4099999999999,31,529,1.2037037037037037,3,1,3,313,Potential Loyal Customers
12489.0,88.62000000000002,358,105,0.0,1,2,2,122,Churned Customers
12490.0,659.7500000000001,27,3064,1.3155737704918034,3,1,3,313,Potential Loyal Customers
12491.0,87.80000000000003,60,260,0.0,3,2,2,322,New Customers
12492.0,66.95000000000002,85,192,2.210526315789474,2,2,2,222,At Risk Customers
12493.0,111.75000000000001,187,208,1.3636363636363635,2,2,2,222,At Risk Customers
12494.0,351.93999999999994,31,724,4.012195121951219,3,1,3,313,Potential Loyal Customers
12497.0,28.84,103,1236,0.0,2,1,2,212,At Risk Customers
12498.0,96.55000000000004,43,159,1.6363636363636365,3,2,2,322,New Customers
12500.0,381.95000000000005,45,2685,4.78125,3,1,3,313,Potential Loyal Customers
12501.0,387.32000000000016,337,1844,0.1320754716981132,1,1,3,113,Churned Customers
12502.0,944.5100000000009,117,820,1.4589041095890412,2,1,3,213,At Risk Customers
12503.0,1126.0,359,1,0.0,1,3,3,133,Churned Customers
12504.0,141.7,40,129,0.7857142857142857,3,2,2,322,New Customers
12505.0,4.5,323,1,0.0,1,3,1,131,Churned Customers
12506.0,73.50000000000003,254,23,0.0,1,3,2,132,Churned Customers
12507.0,106.37,156,916,7.454545454545454,2,1,2,212,At Risk Customers
12508.0,118.71000000000004,48,272,0.029411764705882353,3,2,2,322,New Customers
12509.0,38.95,306,55,0.0,1,3,2,132,Churned Customers
12510.0,140.69000000000003,164,353,5.6875,2,2,2,222,At Risk Customers
12512.0,87.70000000000002,88,99,0.0,2,2,2,222,At Risk Customers
12513.0,80.57,106,468,0.8,2,1,2,212,At Risk Customers
12514.0,168.14,289,440,0.0,1,1,2,112,Churned Customers
12515.0,108.50000000000001,375,131,0.0,1,2,2,122,Churned Customers
12516.0,70.86999999999999,99,875,4.08,2,1,2,212,At Risk Customers
12517.0,671.4799999999994,50,1394,0.5578947368421052,3,1,3,313,Potential Loyal Customers
12518.0,351.80999999999966,22,1318,0.8780487804878049,3,1,3,313,Potential Loyal Customers
12519.0,53.839999999999996,85,183,0.0,2,2,2,222,At Risk Customers
12520.0,526.0899999999997,101,1448,1.2532467532467533,2,1,3,213,At Risk Customers
12521.0,113.84,164,309,0.0,2,2,2,222,At Risk Customers
12522.0,60.01,61,194,1.0909090909090908,3,2,2,322,New Customers
12523.0,567.3599999999999,23,869,2.981651376146789,3,1,3,313,Potential Loyal Customers
12524.0,420.0600000000001,31,3699,2.2447552447552446,3,1,3,313,Potential Loyal Customers
12526.0,238.12000000000003,22,632,1.3285714285714285,3,1,3,313,Potential Loyal Customers
12527.0,52.730000000000004,103,234,14.294117647058824,2,2,2,222,At Risk Customers
12528.0,512.3399999999998,31,762,3.202127659574468,3,1,3,313,Potential Loyal Customers
12530.0,264.47,81,926,4.104477611940299,2,1,3,213,At Risk Customers
12531.0,64.76,36,45,0.0,3,3,2,332,Potential Loyal Customers
12532.0,59.17000000000001,52,153,0.0,3,2,2,322,New Customers
12534.0,191.22999999999993,152,651,0.0,2,1,3,213,At Risk Customers
12535.0,151.35,113,219,2.8484848484848486,2,2,2,222,At Risk Customers
12536.0,13255.220000000003,29,2954,0.18382352941176472,3,1,3,313,Potential Loyal Customers
12538.0,76.51000000000002,51,191,0.0,3,2,2,322,New Customers
12539.0,2856.039999999994,44,2068,1.1355311355311355,3,1,3,313,Potential Loyal Customers
12540.0,1875.3400000000033,41,6693,0.6346555323590815,3,1,3,313,Potential Loyal Customers
12541.0,188.01999999999992,51,680,4.901960784313726,3,1,3,313,Potential Loyal Customers
12544.0,82.27000000000001,51,140,0.3157894736842105,3,2,2,322,New Customers
12545.0,201.18999999999988,97,523,3.7551020408163267,2,1,3,213,At Risk Customers
12546.0,221.99999999999991,68,649,0.4492753623188406,2,1,3,213,At Risk Customers
12547.0,63.6,219,134,11.714285714285714,1,2,2,122,Churned Customers
12548.0,33.6,188,49,0.0,2,3,2,232,At Risk Customers
12550.0,176.15,101,569,0.0,2,1,3,213,At Risk Customers
12551.0,16.8,379,100,0.0,1,2,2,122,Churned Customers
12552.0,182.31,60,88,0.0,3,2,3,323,Potential Loyal Customers
12553.0,617.7799999999999,30,2006,1.6153846153846154,3,1,3,313,Potential Loyal Customers
12556.0,322.13999999999976,72,358,0.8333333333333334,2,2,3,223,At Risk Customers
12557.0,71.83000000000001,38,4384,10.161290322580646,3,1,2,312,New Customers
12558.0,27.5,23,392,0.23809523809523808,3,1,2,312,New Customers
12559.0,87.28,332,285,0.38095238095238093,1,2,2,122,Churned Customers
12560.0,315.79999999999984,27,1142,1.2363636363636363,3,1,3,313,Potential Loyal Customers
12561.0,47.43000000000001,324,177,0.0,1,2,2,122,Churned Customers
12562.0,535.6199999999992,30,1779,1.125748502994012,3,1,3,313,Potential Loyal Customers
12564.0,117.10000000000001,283,133,0.0,1,2,2,122,Churned Customers
12565.0,24.11,303,85,0.7777777777777778,1,2,2,122,Churned Customers
12566.0,79.12000000000002,94,266,0.6842105263157895,2,2,2,222,At Risk Customers
12567.0,1557.3500000000056,44,4521,0.6160520607375272,3,1,3,313,Potential Loyal Customers
12569.0,1061.6500000000005,24,1809,1.2421052631578948,3,1,3,313,Potential Loyal Customers
12571.0,44.899999999999984,61,523,2.4545454545454546,3,1,2,312,New Customers
12572.0,269.3699999999999,30,454,0.6885245901639344,3,1,3,313,Potential Loyal Customers
12573.0,58.70000000000001,249,84,0.0,1,2,2,122,Churned Customers
12574.0,57.20000000000001,337,61,0.0,1,2,2,122,Churned Customers
12576.0,214.54999999999993,57,970,3.034090909090909,3,1,3,313,Potential Loyal Customers
12577.0,274.27000000000004,57,478,0.0,3,1,3,313,Potential Loyal Customers
12578.0,372.99999999999966,43,1221,2.6554621848739495,3,1,3,313,Potential Loyal Customers
12579.0,116.77000000000002,95,292,0.13333333333333333,2,2,2,222,At Risk Customers
12580.0,62.580000000000005,268,238,0.0,1,2,2,122,Churned Customers
12581.0,43.39,61,161,0.0,3,2,2,322,New Customers
12582.0,115.1,260,300,2.3333333333333335,1,2,2,122,Churned Customers
12583.0,791.2800000000001,24,5111,1.3132530120481927,3,1,3,313,Potential Loyal Customers
12584.0,938.1000000000015,25,478,2.144,3,1,3,313,Potential Loyal Customers
12585.0,339.2499999999998,256,1300,1.0842105263157895,1,1,3,113,Churned Customers
12586.0,54.6,39,81,0.0,3,2,2,322,New Customers
12587.0,46.24,29,51,0.0,3,3,2,332,Potential Loyal Customers
12588.0,95.8,61,53,0.0,3,3,2,332,Potential Loyal Customers
12589.0,157.6,50,306,3.3823529411764706,3,2,2,322,New Customers
12590.0,718.6600000000001,212,4287,0.2898550724637681,1,1,3,113,Churned Customers
12591.0,98.30000000000001,339,228,0.0,1,2,2,122,Churned Customers
12592.0,59.6,114,290,7.117647058823529,2,2,2,222,At Risk Customers
12593.0,55.69999999999999,130,206,5.5,2,2,2,222,At Risk Customers
12594.0,374.73,59,1778,2.3813559322033897,3,1,3,313,Potential Loyal Customers
12596.0,118.95000000000002,73,474,7.3076923076923075,2,1,2,212,At Risk Customers
12597.0,852.510000000001,41,2285,1.15962441314554,3,1,3,313,Potential Loyal Customers
12598.0,376.06999999999977,31,1988,2.0606060606060606,3,1,3,313,Potential Loyal Customers
12599.0,185.76999999999995,51,956,4.459016393442623,3,1,3,313,Potential Loyal Customers
12600.0,368.3199999999999,50,775,4.619047619047619,3,1,3,313,Potential Loyal Customers
12601.0,189.81,211,246,5.0,1,2,3,123,Churned Customers
12602.0,23.650000000000006,80,162,0.0,2,2,2,222,At Risk Customers
12603.0,28.95,43,64,0.0,3,2,2,322,New Customers
12604.0,41.46,101,201,12.133333333333333,2,2,2,222,At Risk Customers
12605.0,5.4,387,4,0.0,1,3,1,131,Churned Customers
12607.0,435.8599999999999,80,2456,0.009950248756218905,2,1,3,213,At Risk Customers
12609.0,211.07000000000005,100,648,4.067796610169491,2,1,3,213,At Risk Customers
12610.0,545.7699999999998,44,1070,0.9181818181818182,3,1,3,313,Potential Loyal Customers
12611.0,173.8799999999999,74,846,0.0,2,1,3,213,At Risk Customers
12612.0,94.24000000000002,79,273,0.8,2,2,2,222,At Risk Customers
12613.0,477.70999999999964,53,1692,1.4135802469135803,3,1,3,313,Potential Loyal Customers
12614.0,112.20000000000002,299,76,0.0,1,2,2,122,Churned Customers
12615.0,324.40999999999997,24,1376,1.5865384615384615,3,1,3,313,Potential Loyal Customers
12616.0,145.95000000000002,107,295,6.0285714285714285,2,2,2,222,At Risk Customers
12617.0,79.92999999999999,51,213,0.0,3,2,2,322,New Customers
12618.0,73.02,43,96,0.0,3,2,2,322,New Customers
12619.0,1030.5699999999993,38,3402,2.478723404255319,3,1,3,313,Potential Loyal Customers
12620.0,197.5999999999999,36,1181,2.076923076923077,3,1,3,313,Potential Loyal Customers
12621.0,1373.6500000000049,23,7476,0.6271186440677966,3,1,3,313,Potential Loyal Customers
12622.0,63.13,254,69,0.0,1,2,2,122,Churned Customers
12623.0,47.32,298,191,0.0,1,2,2,122,Churned Customers
12624.0,147.14000000000001,128,355,1.9189189189189189,2,2,2,222,At Risk Customers
12625.0,210.6399999999999,233,1647,1.1777777777777778,1,1,3,113,Churned Customers
12626.0,872.000000000002,45,3556,0.9738562091503268,3,1,3,313,Potential Loyal Customers
12627.0,675.7200000000001,32,2752,0.5545851528384279,3,1,3,313,Potential Loyal Customers
12628.0,158.14000000000001,26,451,1.4047619047619047,3,1,2,312,New Customers
12630.0,287.1299999999999,31,548,0.5396825396825397,3,1,3,313,Potential Loyal Customers
12631.0,140.65000000000003,79,236,0.0,2,2,2,222,At Risk Customers
12633.0,327.28000000000003,80,1175,2.235294117647059,2,1,3,213,At Risk Customers
12635.0,254.73000000000002,111,1172,0.65,2,1,3,213,At Risk Customers
12637.0,1060.1899999999991,89,3014,0.6437659033078881,2,1,3,213,At Risk Customers
12638.0,99.84,55,577,0.0,3,1,2,312,New Customers
12639.0,108.2,260,201,0.0,1,2,2,122,Churned Customers
12640.0,302.99999999999994,45,311,1.0961538461538463,3,2,3,323,Potential Loyal Customers
12641.0,69.64999999999999,137,72,0.0,2,2,2,222,At Risk Customers
12642.0,168.76,47,552,1.7826086956521738,3,1,2,312,New Customers
12643.0,124.51,150,1808,8.782608695652174,2,1,2,212,At Risk Customers
12644.0,86.94000000000003,151,325,0.0,2,2,2,222,At Risk Customers
12645.0,192.26000000000002,55,1096,3.8493150684931505,3,1,3,313,Potential Loyal Customers
12646.0,107.42000000000002,26,897,1.0,3,1,2,312,New Customers
12647.0,696.66,44,1444,1.9841269841269842,3,1,3,313,Potential Loyal Customers
12648.0,66.62,176,160,0.0,2,2,2,222,At Risk Customers
12649.0,86.91,129,598,3.3870967741935485,2,1,2,212,At Risk Customers
12650.0,38.69,25,254,0.0,3,2,2,322,New Customers
12651.0,20.2,356,78,0.0,1,2,2,122,Churned Customers
12652.0,144.52,344,508,0.18,1,1,2,112,Churned Customers
12653.0,111.41000000000003,170,919,3.5,2,1,2,212,At Risk Customers
12654.0,167.98000000000002,32,264,7.648648648648648,3,2,2,322,New Customers
12656.0,582.2299999999996,39,1738,1.7131782945736433,3,1,3,313,Potential Loyal Customers
12657.0,284.53,33,1434,1.2,3,1,3,313,Potential Loyal Customers
12658.0,148.12000000000003,40,320,0.0,3,2,2,322,New Customers
12659.0,26.54,51,105,0.0,3,2,2,322,New Customers
12660.0,50.24999999999999,33,127,0.0,3,2,2,322,New Customers
12662.0,741.4900000000006,22,2076,1.3217391304347825,3,1,3,313,Potential Loyal Customers
12664.0,428.14,30,1204,8.378378378378379,3,1,3,313,Potential Loyal Customers
12665.0,21.75,346,38,2.0,1,3,2,132,Churned Customers
12666.0,8.06,381,56,0.0,1,3,1,131,Churned Customers
12667.0,119.60000000000002,80,395,0.0,2,1,2,212,At Risk Customers
12668.0,571.8399999999999,29,1673,1.8313253012048192,3,1,3,313,Potential Loyal Customers
12669.0,2524.1799999999994,172,1116,1.0396039603960396,2,1,3,213,At Risk Customers
12670.0,300.99999999999994,32,1403,2.3655913978494625,3,1,3,313,Potential Loyal Customers
12672.0,37.900000000000006,351,78,0.0,1,2,2,122,Churned Customers
12673.0,122.99000000000002,27,351,7.829268292682927,3,2,2,322,New Customers
12674.0,290.67999999999984,33,1164,2.1555555555555554,3,1,3,313,Potential Loyal Customers
12676.0,316.26999999999987,46,670,6.454545454545454,3,1,3,313,Potential Loyal Customers
12678.0,1084.8699999999997,64,10947,1.4363636363636363,3,1,3,313,Potential Loyal Customers
12679.0,215.12999999999997,74,578,4.127272727272727,2,1,3,213,At Risk Customers
12680.0,189.17,22,443,2.176470588235294,3,1,3,313,Potential Loyal Customers
12681.0,2061.7100000000037,36,7554,0.5046583850931677,3,1,3,313,Potential Loyal Customers
12682.0,1968.8300000000042,25,5575,0.6252390057361377,3,1,3,313,Potential Loyal Customers
12683.0,1018.2400000000005,26,5071,0.9111111111111111,3,1,3,313,Potential Loyal Customers
12684.0,266.28000000000003,29,1985,1.9519230769230769,3,1,3,313,Potential Loyal Customers
12685.0,482.14999999999964,50,1523,0.40384615384615385,3,1,3,313,Potential Loyal Customers
12686.0,22.810000000000002,393,107,0.0,1,2,2,122,Churned Customers
12688.0,705.3300000000003,135,3028,0.0,2,1,3,213,At Risk Customers
12689.0,205.34000000000003,47,628,1.4225352112676057,3,1,3,313,Potential Loyal Customers
12690.0,88.43,227,106,0.0,1,2,2,122,Churned Customers
12691.0,161.15,50,394,9.633333333333333,3,1,2,312,New Customers
12693.0,225.87000000000003,142,260,4.9,2,2,3,223,At Risk Customers
12694.0,144.36,92,509,3.111111111111111,2,1,2,212,At Risk Customers
12695.0,129.21000000000004,29,220,7.730769230769231,3,2,2,322,New Customers
12697.0,210.67,43,517,3.4761904761904763,3,1,3,313,Potential Loyal Customers
12700.0,738.1299999999991,29,2971,0.7657992565055762,3,1,3,313,Potential Loyal Customers
12701.0,163.80999999999997,101,678,3.1153846153846154,2,1,2,212,At Risk Customers
12702.0,65.30000000000001,41,53,0.0,3,3,2,332,Potential Loyal Customers
12703.0,58.350000000000016,86,167,0.3333333333333333,2,2,2,222,At Risk Customers
12704.0,645.6999999999999,29,1009,1.7752808988764044,3,1,3,313,Potential Loyal Customers
12705.0,984.2500000000011,37,4021,0.6473988439306358,3,1,3,313,Potential Loyal Customers
12707.0,106.81000000000002,313,256,0.0,1,2,2,122,Churned Customers
12708.0,724.4700000000004,51,1344,1.7034883720930232,3,1,3,313,Potential Loyal Customers
12709.0,966.0700000000011,25,4040,1.227450980392157,3,1,3,313,Potential Loyal Customers
12710.0,227.7699999999999,118,853,1.3205128205128205,2,1,3,213,At Risk Customers
12712.0,939.1300000000008,44,1080,2.1857142857142855,3,1,3,313,Potential Loyal Customers
12713.0,95.13000000000001,22,508,0.0,3,1,2,312,New Customers
12714.0,619.4999999999999,31,3069,1.0968992248062015,3,1,3,313,Potential Loyal Customers
12715.0,71.43999999999998,128,197,0.0,2,2,2,222,At Risk Customers
12716.0,183.93999999999997,25,708,1.8970588235294117,3,1,3,313,Potential Loyal Customers
12717.0,306.84999999999997,173,507,1.709090909090909,2,1,3,213,At Risk Customers
12718.0,51.72,93,203,0.0,2,2,2,222,At Risk Customers
12719.0,149.50000000000003,27,387,1.4390243902439024,3,1,2,312,New Customers
12720.0,987.0600000000014,24,4690,0.876750700280112,3,1,3,313,Potential Loyal Customers
12721.0,509.4799999999995,53,1964,1.7345679012345678,3,1,3,313,Potential Loyal Customers
12722.0,251.26999999999995,107,572,1.1071428571428572,2,1,3,213,At Risk Customers
12723.0,220.96,25,434,0.8823529411764706,3,1,3,313,Potential Loyal Customers
12724.0,197.22000000000017,27,445,6.25,3,1,3,313,Potential Loyal Customers
12725.0,98.50000000000001,393,164,0.0,1,2,2,122,Churned Customers
12726.0,261.2299999999998,50,3143,2.3278688524590163,3,1,3,313,Potential Loyal Customers
12727.0,466.4299999999996,32,2111,2.1857142857142855,3,1,3,313,Potential Loyal Customers
12728.0,214.78999999999996,93,419,5.777777777777778,2,1,3,213,At Risk Customers
12729.0,96.24000000000001,135,233,0.0,2,2,2,222,At Risk Customers
12731.0,930.75,45,8508,1.0363636363636364,3,1,3,313,Potential Loyal Customers
12732.0,42.27000000000001,201,111,0.0,2,2,2,222,At Risk Customers
12733.0,74.2,256,137,0.0,1,2,2,122,Churned Customers
12734.0,4.74,374,88,0.0,1,2,1,121,Churned Customers
12735.0,232.89999999999992,337,368,0.5,1,2,3,123,Churned Customers
12736.0,22.32,354,173,0.0,1,2,2,122,Churned Customers
12738.0,43.45,394,148,0.0,1,2,2,122,Churned Customers
12739.0,152.32,100,486,0.5405405405405406,2,1,2,212,At Risk Customers
12740.0,55.99999999999999,85,342,0.0,2,2,2,222,At Risk Customers
12743.0,407.1699999999997,156,319,0.0,2,2,3,223,At Risk Customers
12744.0,25108.890000000007,73,5248,1.1578947368421053,2,1,3,213,At Risk Customers
12747.0,449.88999999999953,24,1275,3.217821782178218,3,1,3,313,Potential Loyal Customers
12748.0,15115.600000000153,22,27286,0.061422413793103446,3,1,3,313,Potential Loyal Customers
12749.0,1171.5000000000018,25,1520,0.8956521739130435,3,1,3,313,Potential Loyal Customers
12750.0,69.30000000000001,150,137,0.0,2,2,2,222,At Risk Customers
12752.0,121.59,103,2262,0.0,2,1,2,212,At Risk Customers
12753.0,536.3900000000001,25,11592,1.4429824561403508,3,1,3,313,Potential Loyal Customers
12754.0,132.5,257,6483,1.125,1,1,2,112,Churned Customers
12755.0,40.199999999999996,271,2116,7.5,1,1,2,112,Churned Customers
12756.0,2.97,108,144,0.0,2,2,1,221,At Risk Customers
12757.0,8035.239999999978,37,2419,0.5026595744680851,3,1,3,313,Potential Loyal Customers
12758.0,164.95999999999998,138,2135,1.65625,2,1,2,212,At Risk Customers
12759.0,305.46999999999986,74,902,2.372340425531915,2,1,3,213,At Risk Customers
12762.0,188.78999999999996,29,1227,0.25,3,1,3,313,Potential Loyal Customers
12763.0,31.889999999999993,160,316,0.0,2,2,2,222,At Risk Customers
12764.0,242.4399999999999,338,386,0.0,1,1,3,113,Churned Customers
12766.0,951.9500000000018,25,3646,1.0649350649350648,3,1,3,313,Potential Loyal Customers
12769.0,142.60000000000002,260,356,0.0,1,2,2,122,Churned Customers
12770.0,31.499999999999996,232,743,0.0,1,1,2,112,Churned Customers
12772.0,203.53999999999996,81,556,0.0,2,1,3,213,At Risk Customers
12775.0,257.56999999999994,39,901,4.409090909090909,3,1,3,313,Potential Loyal Customers
12778.0,193.46999999999997,41,826,5.8,3,1,3,313,Potential Loyal Customers
