CustomerID,UnitPrice,Recency,Frequency,DaysBtwVisit,Segment
12494.0,351.93999999999994,31,724,4.012195121951219,0
12497.0,28.84,103,1236,0.0,0
12498.0,96.55000000000004,43,159,1.6363636363636365,0
12500.0,381.95000000000005,45,2685,4.78125,0
12501.0,387.32000000000016,337,1844,0.1320754716981132,3
12502.0,944.5100000000009,117,820,1.4589041095890412,0
12503.0,1126.0,359,1,0.0,3
12504.0,141.7,40,129,0.7857142857142857,0
12505.0,4.5,323,1,0.0,3
12506.0,73.50000000000003,254,23,0.0,3
12507.0,106.37,156,916,7.454545454545454,0
12508.0,118.71000000000004,48,272,0.029411764705882353,0
12509.0,38.95,306,55,0.0,3
12510.0,140.69000000000003,164,353,5.6875,0
12512.0,87.70000000000002,88,99,0.0,0
12513.0,80.57,106,468,0.8,0
12514.0,168.14,289,440,0.0,3
12515.0,108.50000000000001,375,131,0.0,3
12516.0,70.86999999999999,99,875,4.08,0
12517.0,671.4799999999994,50,1394,0.5578947368421052,0
12518.0,351.80999999999966,22,1318,0.8780487804878049,0
12519.0,53.839999999999996,85,183,0.0,0
12520.0,526.0899999999997,101,1448,1.2532467532467533,0
12521.0,113.84,164,309,0.0,0
12522.0,60.01,61,194,1.0909090909090908,0
12523.0,567.3599999999999,23,869,2.981651376146789,0
12524.0,420.0600000000001,31,3699,2.2447552447552446,0
12526.0,238.12000000000003,22,632,1.3285714285714285,0
12527.0,52.730000000000004,103,234,14.294117647058824,0
12528.0,512.3399999999998,31,762,3.202127659574468,0
12530.0,264.47,81,926,4.104477611940299,0
12531.0,64.76,36,45,0.0,0
12532.0,59.17000000000001,52,153,0.0,0
12534.0,191.22999999999993,152,651,0.0,0
12535.0,151.35,113,219,2.8484848484848486,0
12536.0,13255.220000000003,29,2954,0.18382352941176472,1
12538.0,76.51000000000002,51,191,0.0,0
12539.0,2856.039999999994,44,2068,1.1355311355311355,0
12540.0,1875.3400000000033,41,6693,0.6346555323590815,0
12541.0,188.01999999999992,51,680,4.901960784313726,0
12544.0,82.27000000000001,51,140,0.3157894736842105,0
12545.0,201.18999999999988,97,523,3.7551020408163267,0
12546.0,221.99999999999991,68,649,0.4492753623188406,0
12547.0,63.6,219,134,11.714285714285714,3
12548.0,33.6,188,49,0.0,3
12550.0,176.15,101,569,0.0,0
12551.0,16.8,379,100,0.0,3
12552.0,182.31,60,88,0.0,0
12553.0,617.7799999999999,30,2006,1.6153846153846154,0
12556.0,322.13999999999976,72,358,0.8333333333333334,0
12557.0,71.83000000000001,38,4384,10.161290322580646,0
12558.0,27.5,23,392,0.23809523809523808,0
12559.0,87.28,332,285,0.38095238095238093,3
12560.0,315.79999999999984,27,1142,1.2363636363636363,0
12561.0,47.43000000000001,324,177,0.0,3
12562.0,535.6199999999992,30,1779,1.125748502994012,0
12564.0,117.10000000000001,283,133,0.0,3
12565.0,24.11,303,85,0.7777777777777778,3
12566.0,79.12000000000002,94,266,0.6842105263157895,0
12567.0,1557.3500000000056,44,4521,0.6160520607375272,0
12569.0,1061.6500000000005,24,1809,1.2421052631578948,0
12571.0,44.899999999999984,61,523,2.4545454545454546,0
12572.0,269.3699999999999,30,454,0.6885245901639344,0
12573.0,58.70000000000001,249,84,0.0,3
12574.0,57.20000000000001,337,61,0.0,3
12576.0,214.54999999999993,57,970,3.034090909090909,0
12577.0,274.27000000000004,57,478,0.0,0
12578.0,372.99999999999966,43,1221,2.6554621848739495,0
12579.0,116.77000000000002,95,292,0.13333333333333333,0
12580.0,62.580000000000005,268,238,0.0,3
12581.0,43.39,61,161,0.0,0
12582.0,115.1,260,300,2.3333333333333335,3
12583.0,791.2800000000001,24,5111,1.3132530120481927,0
12584.0,938.1000000000015,25,478,2.144,0
12585.0,339.2499999999998,256,1300,1.0842105263157895,3
12586.0,54.6,39,81,0.0,0
12587.0,46.24,29,51,0.0,0
12588.0,95.8,61,53,0.0,0
12589.0,157.6,50,306,3.3823529411764706,0
12590.0,718.6600000000001,212,4287,0.2898550724637681,3
12591.0,98.30000000000001,339,228,0.0,3
12592.0,59.6,114,290,7.117647058823529,0
12593.0,55.69999999999999,130,206,5.5,0
12594.0,374.73,59,1778,2.3813559322033897,0
12596.0,118.95000000000002,73,474,7.3076923076923075,0
12597.0,852.510000000001,41,2285,1.15962441314554,0
12598.0,376.06999999999977,31,1988,2.0606060606060606,0
12599.0,185.76999999999995,51,956,4.459016393442623,0
12600.0,368.3199999999999,50,775,4.619047619047619,0
12601.0,189.81,211,246,5.0,3
12602.0,23.650000000000006,80,162,0.0,0
12603.0,28.95,43,64,0.0,0
12604.0,41.46,101,201,12.133333333333333,0
12605.0,5.4,387,4,0.0,3
12607.0,435.8599999999999,80,2456,0.009950248756218905,0
12609.0,211.07000000000005,100,648,4.067796610169491,0
12610.0,545.7699999999998,44,1070,0.9181818181818182,0
12611.0,173.8799999999999,74,846,0.0,0
12612.0,94.24000000000002,79,273,0.8,0
12613.0,477.70999999999964,53,1692,1.4135802469135803,0
12614.0,112.20000000000002,299,76,0.0,3
12615.0,324.40999999999997,24,1376,1.5865384615384615,0
12616.0,145.95000000000002,107,295,6.0285714285714285,0
12617.0,79.92999999999999,51,213,0.0,0
12618.0,73.02,43,96,0.0,0
12619.0,1030.5699999999993,38,3402,2.478723404255319,0
12620.0,197.5999999999999,36,1181,2.076923076923077,0
12621.0,1373.6500000000049,23,7476,0.6271186440677966,0
12622.0,63.13,254,69,0.0,3
12623.0,47.32,298,191,0.0,3
12624.0,147.14000000000001,128,355,1.9189189189189189,0
12625.0,210.6399999999999,233,1647,1.1777777777777778,3
12626.0,872.000000000002,45,3556,0.9738562091503268,0
12627.0,675.7200000000001,32,2752,0.5545851528384279,0
12628.0,158.14000000000001,26,451,1.4047619047619047,0
12630.0,287.1299999999999,31,548,0.5396825396825397,0
12631.0,140.65000000000003,79,236,0.0,0
12633.0,327.28000000000003,80,1175,2.235294117647059,0
12635.0,254.73000000000002,111,1172,0.65,0
12637.0,1060.1899999999991,89,3014,0.6437659033078881,0
12638.0,99.84,55,577,0.0,0
12639.0,108.2,260,201,0.0,3
12640.0,302.99999999999994,45,311,1.0961538461538463,0
12641.0,69.64999999999999,137,72,0.0,0
12642.0,168.76,47,552,1.7826086956521738,0
12643.0,124.51,150,1808,8.782608695652174,0
12644.0,86.94000000000003,151,325,0.0,0
12645.0,192.26000000000002,55,1096,3.8493150684931505,0
12646.0,107.42000000000002,26,897,1.0,0
12647.0,696.66,44,1444,1.9841269841269842,0
12648.0,66.62,176,160,0.0,3
12649.0,86.91,129,598,3.3870967741935485,0
12650.0,38.69,25,254,0.0,0
12651.0,20.2,356,78,0.0,3
12652.0,144.52,344,508,0.18,3
12653.0,111.41000000000003,170,919,3.5,0
12654.0,167.98000000000002,32,264,7.648648648648648,0
12656.0,582.2299999999996,39,1738,1.7131782945736433,0
12657.0,284.53,33,1434,1.2,0
12658.0,148.12000000000003,40,320,0.0,0
12659.0,26.54,51,105,0.0,0
12660.0,50.24999999999999,33,127,0.0,0
12662.0,741.4900000000006,22,2076,1.3217391304347825,0
12664.0,428.14,30,1204,8.378378378378379,0
12665.0,21.75,346,38,2.0,3
12666.0,8.06,381,56,0.0,3
12667.0,119.60000000000002,80,395,0.0,0
12668.0,571.8399999999999,29,1673,1.8313253012048192,0
12669.0,2524.1799999999994,172,1116,1.0396039603960396,0
12670.0,300.99999999999994,32,1403,2.3655913978494625,0
12672.0,37.900000000000006,351,78,0.0,3
12673.0,122.99000000000002,27,351,7.829268292682927,0
12674.0,290.67999999999984,33,1164,2.1555555555555554,0
12676.0,316.26999999999987,46,670,6.454545454545454,0
12678.0,1084.8699999999997,64,10947,1.4363636363636363,0
12679.0,215.12999999999997,74,578,4.127272727272727,0
12680.0,189.17,22,443,2.176470588235294,0
12681.0,2061.7100000000037,36,7554,0.5046583850931677,0
12682.0,1968.8300000000042,25,5575,0.6252390057361377,0
12683.0,1018.2400000000005,26,5071,0.9111111111111111,0
12684.0,266.28000000000003,29,1985,1.9519230769230769,0
12685.0,482.14999999999964,50,1523,0.40384615384615385,0
12686.0,22.810000000000002,393,107,0.0,3
12688.0,705.3300000000003,135,3028,0.0,0
12689.0,205.34000000000003,47,628,1.4225352112676057,0
12690.0,88.43,227,106,0.0,3
12691.0,161.15,50,394,9.633333333333333,0
12693.0,225.87000000000003,142,260,4.9,0
12694.0,144.36,92,509,3.111111111111111,0
12695.0,129.21000000000004,29,220,7.730769230769231,0
12697.0,210.67,43,517,3.4761904761904763,0
12700.0,738.1299999999991,29,2971,0.7657992565055762,0
12701.0,163.80999999999997,101,678,3.1153846153846154,0
12702.0,65.30000000000001,41,53,0.0,0
12703.0,58.350000000000016,86,167,0.3333333333333333,0
12704.0,645.6999999999999,29,1009,1.7752808988764044,0
12705.0,984.2500000000011,37,4021,0.6473988439306358,0
12707.0,106.81000000000002,313,256,0.0,3
12708.0,724.4700000000004,51,1344,1.7034883720930232,0
12709.0,966.0700000000011,25,4040,1.227450980392157,0
12710.0,227.7699999999999,118,853,1.3205128205128205,0
12712.0,939.1300000000008,44,1080,2.1857142857142855,0
12713.0,95.13000000000001,22,508,0.0,0
12714.0,619.4999999999999,31,3069,1.0968992248062015,0
12715.0,71.43999999999998,128,197,0.0,0
12716.0,183.93999999999997,25,708,1.8970588235294117,0
12717.0,306.84999999999997,173,507,1.709090909090909,0
12718.0,51.72,93,203,0.0,0
12719.0,149.50000000000003,27,387,1.4390243902439024,0
12720.0,987.0600000000014,24,4690,0.876750700280112,0
12721.0,509.4799999999995,53,1964,1.7345679012345678,0
12722.0,251.26999999999995,107,572,1.1071428571428572,0
12723.0,220.96,25,434,0.8823529411764706,0
12724.0,197.22000000000017,27,445,6.25,0
12725.0,98.50000000000001,393,164,0.0,3
12726.0,261.2299999999998,50,3143,2.3278688524590163,0
12727.0,466.4299999999996,32,2111,2.1857142857142855,0
12728.0,214.78999999999996,93,419,5.777777777777778,0
12729.0,96.24000000000001,135,233,0.0,0
12731.0,930.75,45,8508,1.0363636363636364,0
12732.0,42.27000000000001,201,111,0.0,3
12733.0,74.2,256,137,0.0,3
12734.0,4.74,374,88,0.0,3
12735.0,232.89999999999992,337,368,0.5,3
12736.0,22.32,354,173,0.0,3
12738.0,43.45,394,148,0.0,3
12739.0,152.32,100,486,0.5405405405405406,0
12740.0,55.99999999999999,85,342,0.0,0
12743.0,407.1699999999997,156,319,0.0,0
12744.0,25108.890000000007,73,5248,1.1578947368421053,1
12747.0,449.88999999999953,24,1275,3.217821782178218,0
12748.0,15115.600000000153,22,27286,0.061422413793103446,1
12749.0,1171.5000000000018,25,1520,0.8956521739130435,0
12750.0,69.30000000000001,150,137,0.0,0
12752.0,121.59,103,2262,0.0,0
12753.0,536.3900000000001,25,11592,1.4429824561403508,0
12754.0,132.5,257,6483,1.125,3
12755.0,40.199999999999996,271,2116,7.5,3
12756.0,2.97,108,144,0.0,0
12757.0,8035.239999999978,37,2419,0.5026595744680851,0
12758.0,164.95999999999998,138,2135,1.65625,0
12759.0,305.46999999999986,74,902,2.372340425531915,0
12762.0,188.78999999999996,29,1227,0.25,0
12763.0,31.889999999999993,160,316,0.0,0
12764.0,242.4399999999999,338,386,0.0,3
12766.0,951.9500000000018,25,3646,1.0649350649350648,0
12769.0,142.60000000000002,260,356,0.0,3
12770.0,31.499999999999996,232,743,0.0,3
12772.0,203.53999999999996,81,556,0.0,0
12775.0,257.56999999999994,39,901,4.409090909090909,0
12778.0,193.46999999999997,41,826,5.8,0
12779.0,586.61,43,2052,1.9171974522292994,0
12781.0,88.14999999999998,43,750,9.0,0
12782.0,405.3599999999998,26,1102,3.1523809523809523,0
12783.0,1649.2399999999998,24,626,0.8352941176470589,0
12784.0,165.29,31,300,0.10344827586206896,0
12785.0,69.67999999999999,24,134,0.0,0
12787.0,79.96000000000001,31,261,9.578947368421053,0
12789.0,91.85000000000001,87,4,0.0,0
12790.0,82.91999999999999,214,166,0.0,3
12791.0,16.85,395,97,0.0,3
12792.0,87.74000000000001,278,217,0.0,3
12793.0,93.84,356,295,0.0,3
12794.0,93.47000000000003,75,592,1.0227272727272727,0
12795.0,107.73,40,68,0.0,0
12797.0,75.57000000000001,382,157,0.3125,3
12798.0,8.379999999999999,32,5256,22.857142857142858,0
12802.0,64.25,205,326,0.12,3
12808.0,113.29000000000003,58,188,5.653846153846154,0
12809.0,115.18,190,221,0.36,3
12811.0,127.79999999999998,282,230,0.7333333333333333,3
12812.0,31.029999999999998,66,164,0.0,0
12814.0,41.79,123,49,0.0,0
12815.0,253.86999999999992,169,379,1.0869565217391304,0
12816.0,256.1499999999999,117,128,2.857142857142857,0
12817.0,48.29,303,53,0.0,3
12818.0,101.77000000000001,200,935,5.533333333333333,3
12820.0,112.38000000000002,25,722,5.551724137931035,0
12821.0,14.99,236,70,0.0,3
12822.0,138.81,92,552,0.34782608695652173,0
12823.0,38.25,96,230,55.0,0
12824.0,63.39,81,232,0.0,0
12826.0,180.37000000000018,24,1062,3.4565217391304346,0
12827.0,71.70000000000002,27,197,1.5833333333333333,0
12828.0,173.0399999999999,24,494,2.272727272727273,0
12829.0,154.0,344,377,1.4,3
12830.0,107.51999999999995,59,9849,3.4473684210526314,0
12831.0,27.6,284,135,0.0,3
12832.0,79.08000000000003,54,195,2.5,0
12833.0,130.59000000000003,167,156,0.0,0
12834.0,88.09,304,110,0.0,3
12836.0,750.3700000000014,81,1064,1.4425287356321839,0
12837.0,80.95000000000002,195,24,0.0,3
12838.0,285.3299999999999,55,359,0.0,0
12839.0,609.1000000000012,24,3810,0.9235668789808917,0
12840.0,237.56000000000034,165,1517,0.6956521739130435,0
12841.0,1045.7200000000025,26,2831,0.7414187643020596,0
12842.0,147.23000000000005,92,547,7.212121212121212,0
12843.0,368.40999999999974,87,809,1.8130841121495327,0
12844.0,136.82000000000002,51,125,1.9803921568627452,0
12845.0,75.33999999999999,289,204,0.8461538461538461,3
12847.0,121.87000000000008,44,909,0.0,0
12849.0,147.62,53,623,4.74,0
12851.0,97.33000000000003,118,109,0.0,0
12852.0,70.9,312,153,0.21052631578947367,3
12853.0,357.53999999999996,129,818,2.4578313253012047,0
12854.0,340.5599999999998,100,632,2.087719298245614,0
12855.0,4.65,394,30,0.0,3
12856.0,815.8800000000006,29,1082,0.17088607594936708,0
12857.0,190.54999999999993,232,343,2.022222222222222,3
12863.0,25.369999999999997,74,190,29.2,0
12864.0,1.9699999999999998,160,216,0.0,0
12865.0,296.7399999999999,48,973,1.0319148936170213,0
12866.0,114.81000000000002,305,171,0.0,3
12867.0,738.9699999999989,48,4322,0.4899817850637523,0
12868.0,279.44999999999976,207,928,1.361904761904762,3
12870.0,14.899999999999999,388,2,0.0,3
12871.0,23.22,106,200,12.3,0
12872.0,164.70999999999995,348,319,0.0,3
12873.0,16.150000000000002,304,128,0.0,3
12875.0,0.34,165,2019,0.0,0
12876.0,191.63,79,1941,1.6428571428571428,0
12877.0,292.42999999999984,25,1178,2.1052631578947367,0
12878.0,98.03000000000002,40,558,5.145833333333333,0
12879.0,24.22,66,377,4.181818181818182,0
12881.0,230.79999999999998,297,21,0.0,3
12882.0,83.69,31,246,2.0,0
12883.0,248.9299999999999,46,196,1.5609756097560976,0
12884.0,111.89,110,43,0.0,0
12885.0,272.06,85,656,0.8450704225352113,0
12886.0,322.06999999999977,89,779,1.776470588235294,0
12888.0,41.53,236,84,6.5,3
12890.0,148.66000000000005,46,259,0.0,0
12891.0,1.1,207,950,53.5,0
12893.0,75.16999999999999,52,96,0.0,0
12895.0,79.40000000000002,64,216,1.9130434782608696,0
12897.0,10.8,226,110,32.333333333333336,0
12901.0,189.18999999999997,30,25235,2.0,0
12902.0,56.19,286,66,0.0,3
12904.0,222.11999999999992,40,302,2.1690140845070425,0
12906.0,160.76999999999995,33,1749,1.064516129032258,0
12908.0,2.0900000000000003,80,2400,84.33333333333333,4
12909.0,642.6100000000002,61,1290,2.210526315789474,0
12910.0,156.95999999999998,45,1692,2.9324324324324325,0
12912.0,65.25999999999999,24,670,1.5217391304347827,0
12913.0,146.24,26,1419,6.145833333333333,0
12915.0,149.35,170,93,0.0,0
12916.0,450.1499999999997,160,1127,1.6666666666666667,0
12917.0,9.9,150,120,0.0,0
12919.0,144.12000000000003,30,678,3.1176470588235294,0
12920.0,107.55000000000003,39,129,0.0,0
12921.0,1772.0400000000066,25,9598,0.4370771312584574,0
12922.0,45.58,183,370,0.0,3
12923.0,85.16000000000001,86,69,0.0,0
12924.0,99.40000000000002,110,482,7.9,0
12925.0,103.96000000000005,26,541,1.5909090909090908,0
12928.0,163.1800000000001,57,1472,2.5,0
12929.0,69.7,144,38,23.625,0
12930.0,80.77000000000002,100,254,3.5384615384615383,0
12931.0,175.5300000000001,43,32631,2.74,0
12933.0,281.8299999999999,46,500,2.443396226415094,0
12935.0,266.41999999999985,24,1854,2.4263565891472867,0
12936.0,128.61,39,579,0.967741935483871,0
12937.0,284.59999999999974,37,1007,2.1092436974789917,0
12938.0,11.44,47,140,0.0,0
12939.0,112.96000000000006,86,4876,5.826086956521739,0
12940.0,411.3499999999997,68,416,0.4019607843137255,0
12942.0,310.3399999999998,153,203,0.9041095890410958,0
12943.0,3.75,323,1,0.0,3
12944.0,95.66,57,289,0.0,0
12945.0,113.85000000000004,310,165,0.0,3
12947.0,438.96999999999946,165,1173,2.01980198019802,0
12948.0,347.69999999999965,38,1083,2.1025641025641026,0
12949.0,625.6100000000004,52,2399,1.0,0
12950.0,31.949999999999996,24,1380,0.9545454545454546,0
12951.0,204.6299999999999,30,506,4.96875,0
12952.0,325.89999999999986,27,654,0.8987341772151899,0
12953.0,113.0,31,84,0.0,0
12955.0,310.9399999999999,23,3686,1.434065934065934,0
12956.0,82.94,328,34,0.0,3
12957.0,691.2300000000001,26,2567,1.3580246913580247,0
12962.0,47.77,29,129,7.066666666666666,0
12963.0,314.9599999999998,30,889,3.0425531914893615,0
12965.0,399.3599999999998,111,283,0.0,0
12966.0,34.23,31,75,0.0,0
12967.0,189.59,25,633,10.03225806451613,0
12968.0,16.45,134,73,0.0,0
12970.0,306.6499999999999,29,310,2.1,0
12971.0,714.8500000000012,25,9375,1.0359477124183007,0
12974.0,61.60000000000001,219,24,0.0,3
12976.0,33.760000000000005,233,561,0.0,3
12977.0,38.07,178,12,0.0,3
12980.0,396.03,177,908,8.045454545454545,0
12981.0,32.47,51,242,5.421052631578948,0
12982.0,59.28000000000002,261,298,0.06060606060606061,3
12984.0,15.399999999999999,40,26,0.0,0
12985.0,145.84,22,1653,0.35064935064935066,0
12987.0,184.79999999999995,95,221,4.241379310344827,0
12988.0,378.1399999999999,314,136,0.0,3
12989.0,213.10999999999996,25,2971,4.833333333333333,0
12990.0,26.64999999999999,53,200,23.083333333333332,0
12991.0,71.51000000000002,45,405,2.966666666666667,0
12993.0,57.72,45,240,10.538461538461538,0
12994.0,304.80999999999995,26,478,3.6527777777777777,0
12995.0,7.99,99,118,1.75,0
12997.0,211.21,44,680,4.424242424242424,0
12999.0,71.38000000000002,218,342,1.7777777777777777,3
13000.0,93.39000000000003,128,379,5.275862068965517,0
13001.0,828.4900000000016,26,5513,0.9266862170087976,0
13002.0,19.75,340,73,0.0,3
13003.0,13.5,127,103,21.6,0
13004.0,822.5000000000001,33,4848,0.7665847665847666,0
13005.0,157.90000000000003,195,177,2.5357142857142856,3
13006.0,21.18,78,55,0.0,0
13008.0,25.129999999999992,345,235,0.0,3
13011.0,12.65,394,13,0.0,3
13012.0,361.3999999999996,31,977,2.641509433962264,0
13013.0,701.7500000000003,23,2231,1.1,0
13014.0,649.7200000000004,24,928,2.2113821138211383,0
13015.0,886.260000000001,75,1617,1.1085714285714285,0
13016.0,149.14,95,527,1.065217391304348,0
13017.0,4.25,29,48,0.0,0
13018.0,1003.4900000000001,38,5436,0.5895196506550219,0
13021.0,509.50000000000006,26,1368,2.272727272727273,0
13023.0,182.1,86,286,1.6666666666666667,0
13026.0,36.68999999999999,23,1654,6.4523809523809526,0
13027.0,10.400000000000004,135,17280,6.333333333333333,0
13028.0,47.27000000000001,44,800,0.4782608695652174,0
13029.0,73.88,52,134,13.375,0
13030.0,314.8099999999998,33,394,0.0,0
13032.0,278.00999999999993,60,383,0.6351351351351351,0
13033.0,29.049999999999997,379,83,0.0,3
13034.0,87.77000000000001,76,369,0.0,0
13035.0,55.340000000000025,79,661,6.9655172413793105,0
13037.0,183.42999999999998,160,431,2.4893617021276597,0
13038.0,77.22999999999999,102,360,7.7407407407407405,0
13040.0,120.57000000000002,30,355,0.5714285714285714,0
13043.0,88.79,275,257,1.4615384615384615,3
13044.0,107.54000000000002,313,429,0.0,3
13045.0,28.270000000000003,121,221,0.0,0
13046.0,214.99999999999994,52,264,6.911764705882353,0
13047.0,798.3000000000001,53,1427,1.541237113402062,0
13048.0,252.93000000000006,36,1246,2.2794117647058822,0
13049.0,55.06999999999999,86,268,19.46153846153846,0
13050.0,1300.1700000000042,31,3789,0.7357142857142858,0
13052.0,59.29000000000001,234,222,0.0,3
13055.0,196.09999999999997,86,897,1.9350649350649352,0
13058.0,46.599999999999994,46,52,18.0,0
13059.0,41.75000000000001,271,35,0.0,3
13060.0,59.74000000000001,275,123,0.0,3
13061.0,34.03,94,107,0.0,0
13062.0,75.01,213,343,0.0,3
13064.0,245.30999999999983,34,516,4.602941176470588,0
13065.0,73.11000000000001,395,74,0.0,3
13066.0,172.26999999999992,46,324,0.14583333333333334,0
13067.0,57.9,104,32,0.0,0
13068.0,3.44,32,200,309.0,4
13069.0,809.5300000000017,22,6304,0.7115384615384616,0
13070.0,18.72,214,110,0.0,3
13072.0,23.45,288,69,0.0,3
13075.0,44.870000000000005,151,485,0.0,0
